lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
Production-Secondary,i-007a915,2026-06,495.0,0.0,0,1435.47,EC2,c5.2xlarge HPC node
Security-Ops,lam-017c772,2026-06,0.0,0.0,54297610,377.37,Lambda,API gateway handler
QA-Testing,ec-049e465,2026-06,777.9,0.0,0,560.06,ElastiCache,Redis production cluster
Security-Ops,ecs-0a46735,2026-06,171.7,0.0,0,313.35,ECS,Fargate batch cluster
Shared-Services,ecs-09cb472,2026-06,237.9,0.0,0,434.15,ECS,Fargate worker cluster
Security-Ops,ecs-0feb605,2026-06,518.1,0.0,0,945.38,ECS,Fargate API cluster
Data-Science,rds-0532882,2026-06,770.0,534.7,0,1978.45,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,rs-0380544,2026-06,587.2,1631.0,0,2976.57,Redshift,Data warehouse cluster
Data-Science,rs-0bae486,2026-06,676.9,1880.2,0,3431.39,Redshift,Data warehouse cluster
Finance-Systems,s3-04d8321,2026-06,0.0,12286.8,2457354,430.03,S3,Data lake raw zone
Compliance-Audit,rs-0584267,2026-06,0.0,0.0,4851455,242.57,Redshift,Spectrum queries
Data-Science,i-013f540,2026-06,758.8,0.0,0,55.39,EC2,t3.micro bastion host
Security-Ops,ebs-0f08503,2026-06,0.0,4073.0,0,183.28,EBS,st1 volumes archive
QA-Testing,lam-04fb414,2026-06,0.0,0.0,4048017,28.53,Lambda,Image resizer
Internal-Tools,ses-0480175,2026-06,0.0,0.0,548377,0.65,SES,Marketing email
Internal-Tools,rds-0a58813,2026-06,792.3,1100.5,0,3521.41,RDS,db.r5.2xlarge Aurora cluster
Production-Secondary,elb-0081586,2026-06,627.4,0.0,26141693,190.31,ELB,Application load balancer
Production-Main,lam-0f15914,2026-06,0.0,0.0,39210703,274.48,Lambda,Data transformer
Production-Secondary,sqs-0c78882,2026-06,0.0,0.0,29343527,14.68,SQS,Event notification queue
Internal-Tools,cf-02b3439,2026-06,0.0,0.0,117025262,585.13,CloudFront,CDN web distribution
Marketing-Platform,ddb-099f108,2026-06,603.1,41.9,67013217,471.19,DynamoDB,Session store table
Security-Ops,ebs-0b88756,2026-06,0.0,624.6,0,390.39,EBS,io2 volumes database
Compliance-Audit,ec-1085586,2026-06,576.8,0.0,0,415.29,ElastiCache,Redis production cluster
Compliance-Audit,rds-0395341,2026-06,792.6,550.5,0,2036.67,RDS,db.r5.xlarge PostgreSQL primary
DevOps-Central,kin-1047535,2026-06,1033.8,0.0,28716264,419.27,Kinesis,Firehose delivery
Production-Main,i-10be601,2026-06,616.4,0.0,0,44.99,EC2,t3.micro bastion host
ML-Training,rds-06bb423,2026-06,684.7,760.8,0,1597.62,RDS,db.m5.xlarge analytics DB
Edge-Network,s3-061c989,2026-06,0.0,1226.8,2453805,107.34,S3,Artifact storage
Partner-Integration,r53-03d9599,2026-06,0.0,0.0,12452588,18.68,Route 53,Health checks
Partner-Integration,ddb-06b5916,2026-06,783.3,10.9,5439591,95.2,DynamoDB,Config store table
QA-Testing,ec-03e4601,2026-06,676.7,0.0,0,243.63,ElastiCache,Redis staging cluster
Compliance-Audit,s3-1036303,2026-06,0.0,663.9,1327963,58.1,S3,Artifact storage
Security-Ops,ses-059a356,2026-06,0.0,0.0,2602901,3.12,SES,Transactional email
Edge-Network,i-0694281,2026-06,650.5,0.0,0,2255.08,EC2,m5.2xlarge batch processor
Shared-Services,rds-065b167,2026-06,672.5,933.9,0,2988.63,RDS,db.r5.2xlarge Aurora cluster
Customer-Portal,i-0e08975,2026-06,639.7,0.0,0,46.69,EC2,t3.micro bastion host
Security-Ops,kin-0193241,2026-06,907.8,0.0,37826443,552.27,Kinesis,Data stream ingestion
Marketing-Platform,sm-1101565,2026-06,0.0,0.0,1016725,4.08,Secrets Manager,Application secrets
Compliance-Audit,i-0e34427,2026-06,692.1,0.0,0,599.84,EC2,m5.large monitoring server
DevOps-Central,ddb-00d0172,2026-06,937.2,65.1,104137976,732.22,DynamoDB,Session store table
Data-Science,rds-03f0203,2026-06,744.6,517.0,0,1913.12,RDS,db.r5.xlarge PostgreSQL primary
Production-Main,i-0e11185,2026-06,663.2,0.0,0,48.41,EC2,t3.micro bastion host
Compliance-Audit,ecs-0b5e734,2026-06,520.5,0.0,0,949.93,ECS,Fargate worker cluster
Production-Secondary,ec-08ac154,2026-06,791.9,0.0,0,285.09,ElastiCache,Redis staging cluster
Marketing-Platform,rs-09b1953,2026-06,0.0,0.0,7081885,354.09,Redshift,Spectrum queries
Shared-Services,s3-0674192,2026-06,0.0,18128.7,3625758,634.51,S3,Data lake raw zone
Finance-Systems,s3-06ae169,2026-06,0.0,6777.9,67779,155.89,S3,Backup storage bucket
ML-Training,i-1111465,2026-06,685.5,0.0,0,2376.34,EC2,r5.2xlarge database server
Data-Science,ddb-0143420,2026-06,661.5,91.9,137817576,1033.63,DynamoDB,Cache table
Internal-Tools,s3-09df817,2026-06,0.0,4394.8,7031529,320.81,S3,Media content bucket
Internal-Tools,sqs-060b238,2026-06,0.0,0.0,48193731,24.09,SQS,Order processing queue
Security-Ops,s3-0669507,2026-06,0.0,46.7,23349118,151.77,S3,Static website hosting
Security-Ops,sqs-10d7510,2026-06,0.0,0.0,45626073,22.82,SQS,Event notification queue
Compliance-Audit,s3-0a50616,2026-06,0.0,2805.9,16835417,701.48,S3,Production asset storage
Data-Science,rds-0c7a236,2026-06,700.8,194.7,0,632.69,RDS,db.t3.large development DB
Marketing-Platform,vpn-0dd6580,2026-06,809.6,0.0,0,410.42,VPN Gateway,Site-to-site VPN
Marketing-Platform,rds-0e87973,2026-06,485.7,134.9,0,573.41,RDS,db.t3.medium MySQL staging
Edge-Network,sns-0adf491,2026-06,0.0,0.0,11955350,5.98,SNS,Alert notifications
Internal-Tools,s3-04de710,2026-06,0.0,8321.7,520107,208.05,S3,Log archive bucket
Security-Ops,sqs-0efd772,2026-06,0.0,0.0,44577364,22.29,SQS,Event notification queue
Internal-Tools,lam-02ce460,2026-06,0.0,0.0,3899812,27.49,Lambda,Image resizer
Security-Ops,ecs-106e357,2026-06,187.5,0.0,0,342.13,ECS,Fargate batch cluster
Production-Main,ebs-0510188,2026-06,0.0,686.3,0,428.94,EBS,io2 volumes database
Compliance-Audit,eks-0398875,2026-06,564.6,0.0,0,1693.87,EKS,Production K8s cluster
Security-Ops,lam-0a77629,2026-06,0.0,0.0,25919155,181.43,Lambda,Data transformer
Internal-Tools,sqs-0dfd225,2026-06,0.0,0.0,59582116,29.78,SQS,Order processing queue
Production-Secondary,ses-0084349,2026-06,0.0,0.0,523032,0.63,SES,Marketing email
QA-Testing,cf-1064548,2026-06,0.0,0.0,147280768,736.4,CloudFront,CDN media distribution
Marketing-Platform,i-01ed199,2026-06,629.0,0.0,0,908.48,EC2,c5.xlarge compute worker
Security-Ops,ses-0189997,2026-06,0.0,0.0,2326700,2.79,SES,Transactional email
Partner-Integration,sqs-03d0699,2026-06,0.0,0.0,28805331,14.4,SQS,Event notification queue
Customer-Portal,i-082b392,2026-06,918.3,0.0,0,795.84,EC2,m5.large monitoring server
Security-Ops,lam-0b97493,2026-06,0.0,0.0,3996715,28.18,Lambda,Image resizer
Edge-Network,i-0ebe182,2026-06,718.4,0.0,0,2490.69,EC2,r5.2xlarge database server
DevOps-Central,ebs-0a47271,2026-06,0.0,424.6,0,265.39,EBS,io2 volumes database
ML-Training,r53-05e4431,2026-06,0.0,0.0,12975984,19.46,Route 53,Health checks
Internal-Tools,lam-06df377,2026-06,0.0,0.0,9156959,64.1,Lambda,Notification dispatcher
ML-Training,ebs-047e173,2026-06,0.0,653.0,0,408.1,EBS,io2 volumes database
Compliance-Audit,i-0a7d533,2026-06,1103.1,0.0,0,80.53,EC2,t3.micro bastion host
Production-Main,lam-0e06405,2026-06,0.0,0.0,31305372,219.14,Lambda,Data transformer
Internal-Tools,vpn-02d0237,2026-06,546.7,0.0,0,138.58,VPN Gateway,Client VPN endpoint
Data-Science,ses-04d0520,2026-06,0.0,0.0,2339557,2.81,SES,Transactional email
QA-Testing,lam-0d3d329,2026-06,0.0,0.0,2883044,20.18,Lambda,Webhook processor
Internal-Tools,lam-0a62935,2026-06,0.0,0.0,21422861,149.96,Lambda,Data transformer
Compliance-Audit,s3-038d550,2026-06,0.0,3656.2,5849854,266.9,S3,Media content bucket
Marketing-Platform,rds-01e5261,2026-06,425.5,118.2,0,502.36,RDS,db.t3.medium MySQL staging
Security-Ops,s3-0c00456,2026-06,0.0,18696.8,3739352,654.38,S3,Data lake raw zone
Security-Ops,lam-0f95467,2026-06,0.0,0.0,3690564,26.02,Lambda,Image resizer
Security-Ops,lam-0178762,2026-06,0.0,0.0,1252458,9.39,Lambda,Cron job runner
ML-Training,i-036b203,2026-06,527.5,0.0,0,1828.79,EC2,m5.2xlarge batch processor
Mobile-Backend,ebs-1018746,2026-06,0.0,3859.7,0,173.69,EBS,st1 volumes archive
Compliance-Audit,s3-1162957,2026-06,0.0,11189.7,111897,257.36,S3,Backup storage bucket
ML-Training,r53-0c3c716,2026-06,0.0,0.0,13441440,20.16,Route 53,Health checks
Production-Main,ecs-0a4c265,2026-06,396.6,0.0,0,723.87,ECS,Fargate worker cluster
Internal-Tools,ebs-0bf3427,2026-06,0.0,1343.4,0,167.91,EBS,gp3 volumes production
Production-Secondary,sqs-06ac317,2026-06,0.0,0.0,25520956,12.76,SQS,Event notification queue
Compliance-Audit,s3-08c6538,2026-06,0.0,3312.5,1656235,124.21,S3,Analytics export bucket
Customer-Portal,vpn-047a741,2026-06,962.2,0.0,0,243.9,VPN Gateway,Client VPN endpoint
Partner-Integration,sqs-0cee896,2026-06,0.0,0.0,37476849,18.73,SQS,Event notification queue
Internal-Tools,rds-0d59420,2026-06,496.9,552.0,0,1159.35,RDS,db.m5.xlarge analytics DB
Production-Main,lam-0e64419,2026-06,0.0,0.0,7047211,49.34,Lambda,Notification dispatcher
Internal-Tools,ebs-0a17241,2026-06,0.0,398.6,0,249.12,EBS,io2 volumes database
Marketing-Platform,sm-0b53746,2026-06,0.0,0.0,906865,3.63,Secrets Manager,Application secrets
Finance-Systems,s3-09cc225,2026-06,0.0,1295.6,2591114,113.37,S3,Artifact storage
Data-Science,i-04a3473,2026-06,367.8,0.0,0,1066.58,EC2,c5.2xlarge HPC node
Compliance-Audit,rds-0bdd884,2026-06,1062.8,295.3,0,959.47,RDS,db.t3.large development DB
Shared-Services,rds-09b7314,2026-06,586.8,163.0,0,529.71,RDS,db.t3.large development DB
Security-Ops,lam-0f1a552,2026-06,0.0,0.0,29721207,208.04,Lambda,Data transformer
Internal-Tools,s3-0751248,2026-06,0.0,8374.8,83746,192.61,S3,Backup storage bucket
Marketing-Platform,sm-089e505,2026-06,0.0,0.0,1055150,4.22,Secrets Manager,Application secrets
Security-Ops,ec-0f29845,2026-06,753.3,0.0,0,271.21,ElastiCache,Redis staging cluster
Production-Main,cf-1086153,2026-06,0.0,0.0,33770946,168.85,CloudFront,CDN static assets
Customer-Portal,ses-0a5c461,2026-06,0.0,0.0,727767,0.87,SES,Marketing email
Production-Secondary,ecs-06ba406,2026-06,418.0,0.0,0,762.81,ECS,Fargate worker cluster
ML-Training,ebs-037a362,2026-06,0.0,747.5,0,93.43,EBS,gp3 volumes production
Marketing-Platform,ddb-0631674,2026-06,678.4,47.2,75383489,530.04,DynamoDB,Session store table
Marketing-Platform,rs-1184112,2026-06,0.0,0.0,6334809,316.74,Redshift,Spectrum queries
Finance-Systems,s3-0af5560,2026-06,0.0,6187.4,61873,142.31,S3,Backup storage bucket
Mobile-Backend,sqs-09bf888,2026-06,0.0,0.0,359515,0.18,SQS,Dead letter queue
Security-Ops,s3-05b8656,2026-06,0.0,50.8,25408065,165.15,S3,Static website hosting
Production-Secondary,elb-0fdd444,2026-06,627.2,0.0,43550989,271.76,ELB,Network load balancer
Marketing-Platform,rds-0a36947,2026-06,411.1,114.3,0,485.28,RDS,db.t3.medium MySQL staging
Security-Ops,lam-0e14664,2026-06,0.0,0.0,1195553,8.96,Lambda,Cron job runner
Internal-Tools,lam-1019595,2026-06,0.0,0.0,1222110,9.17,Lambda,Cron job runner
Security-Ops,ec-0aea108,2026-06,704.7,0.0,0,253.71,ElastiCache,Redis staging cluster
Marketing-Platform,ec-07f7887,2026-06,664.3,0.0,0,478.3,ElastiCache,Redis production cluster
Compliance-Audit,rds-0914885,2026-06,661.2,459.2,0,1699.1,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,s3-1074650,2026-06,0.0,16325.5,3265066,571.38,S3,Data lake raw zone
Partner-Integration,sqs-0a84952,2026-06,0.0,0.0,32770119,16.38,SQS,Event notification queue
QA-Testing,lam-0d07109,2026-06,0.0,0.0,3661035,25.81,Lambda,Image resizer
Production-Main,cf-0004444,2026-06,0.0,0.0,116454177,582.27,CloudFront,CDN web distribution
Compliance-Audit,s3-0391199,2026-06,0.0,2968.8,17812944,742.21,S3,Production asset storage
Edge-Network,sns-0dc0114,2026-06,0.0,0.0,12230931,6.12,SNS,Alert notifications
Marketing-Platform,sm-0999408,2026-06,0.0,0.0,957310,3.83,Secrets Manager,Application secrets
Compliance-Audit,r53-0f97693,2026-06,0.0,0.0,6944774,10.42,Route 53,Health checks
Finance-Systems,s3-06e1275,2026-06,0.0,11074.0,2214796,387.59,S3,Data lake raw zone
Customer-Portal,i-115b995,2026-06,638.0,0.0,0,46.57,EC2,t3.micro bastion host
Mobile-Backend,sm-0332348,2026-06,0.0,0.0,1217703,4.87,Secrets Manager,Application secrets
Internal-Tools,ebs-02ab559,2026-06,0.0,4819.5,0,216.88,EBS,st1 volumes archive
Production-Secondary,s3-0e24718,2026-06,0.0,1041.0,2081899,91.08,S3,Artifact storage
Security-Ops,lam-0649249,2026-06,0.0,0.0,26493943,185.45,Lambda,Data transformer
Shared-Services,rds-01a2711,2026-06,960.2,1066.9,0,2240.45,RDS,db.m5.xlarge analytics DB
Marketing-Platform,vpn-112e330,2026-06,726.1,0.0,0,184.06,VPN Gateway,Client VPN endpoint
Edge-Network,i-0325468,2026-06,733.4,0.0,0,2542.52,EC2,r5.2xlarge database server
Finance-Systems,elb-0edb765,2026-06,653.7,0.0,9078839,132.18,ELB,Classic load balancer
Internal-Tools,ebs-09b0400,2026-06,0.0,447.9,0,279.96,EBS,io2 volumes database
Finance-Systems,eks-10b8855,2026-06,914.9,0.0,0,2744.72,EKS,Production K8s cluster
Internal-Tools,rds-0614124,2026-06,808.3,561.3,0,1599.77,RDS,db.r5.large PostgreSQL replica
Marketing-Platform,ddb-08e1627,2026-06,486.7,33.9,54088557,380.31,DynamoDB,Session store table
Data-Science,r53-0149781,2026-06,0.0,0.0,9475186,14.21,Route 53,Health checks
Customer-Portal,ses-074e901,2026-06,0.0,0.0,704967,0.85,SES,Marketing email
Edge-Network,vpn-05d8638,2026-06,650.7,0.0,0,164.92,VPN Gateway,Client VPN endpoint
Customer-Portal,cf-028a177,2026-06,0.0,0.0,73312568,366.56,CloudFront,CDN web distribution
Mobile-Backend,sqs-1135610,2026-06,0.0,0.0,366999,0.19,SQS,Dead letter queue
Edge-Network,elb-0329218,2026-06,843.8,0.0,11718843,170.63,ELB,Classic load balancer
Compliance-Audit,rds-0cc0641,2026-06,897.4,623.2,0,1776.01,RDS,db.r5.large PostgreSQL replica
